rank,candidate_id,final_score,reasoning,semantic_score,structured_score,behavioral_score,quality_score,semantic_contribution,structured_contribution,behavioral_contribution,quality_contribution,skill_score,retrieval_score,ranking_score,evaluation_score,production_score,experience_score,education_score,certification_score,llm_hype_penalty,experience_fit_score,experience_distance,consistency_score,education_consistency_score,trap_probability,assessment_score,assessment_modifier,scale_boost,behavioral_boost,career_keyword_scores,ranking_concept,evaluation_concept,production_concept,consulting_ratio,is_honeypot,is_consulting_only,is_cv_only,top_positive_features,top_negative_features,anonymized_name,headline,summary,location,country,years_of_experience,current_title,current_company,current_company_size,current_industry,skills,education,career_history,certifications,languages,profile_completeness_score,signup_date,last_active_date,open_to_work,profile_views_received_30d,applications_submitted_30d,recruiter_response_rate,avg_response_time_hours,connection_count,endorsements_received,notice_period_days,expected_salary,preferred_work_mode,willing_to_relocate,github_activity_score,search_appearance_30d,saved_by_recruiters_30d,interview_completion_rate,offer_acceptance_rate,verified_email,verified_phone,linkedin_connected
49,CAND_0066999,0.520966,"A 6-year track record built around embeddings, with practical FAISS, Pinecone exposure that speaks directly to hybrid retrieval, vector DB operations, production deployment. Has shipped ML systems under real production constraints, the kind of background the JD's fast-moving founding team is looking for. Signals worth noting include active GitHub history, open to work, immediate joiner status. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.46 vs. 1.00 on profile quality/trust signal).",0.5052,0.4564,0.8134,1.0,0.07578,0.2282,0.12201,0.1,0.1777,0.28,0.743,0.0,0.804,0.8784,0.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,90.3,1.05,1.03,1.0,"{'retrieval': 0.0, 'ranking': 0.75, 'evaluation': 0.0, 'production': 1.0}",0.4932,0.3535,0.615,0.0,False,False,False,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Retrieval/Search (0.28); Skill Match (0.18); Evaluation Frameworks (0.00),Riya Dalal,Recommendation Systems Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 5.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Delhi, Delhi",India,5.9,Recommendation Systems Engineer,Microsoft,10001+,Software,"Image Classification, OpenSearch, JavaScript, FAISS, LLMs, Statistical Modeling, ASR, Pinecone, Node.js, Machine Learning, CNN, Excel, BM25, Information Retrieval, Embeddings",M.S. in Computer Science from IIIT Bangalore (2003-2007); B.Tech in Data Science from IIT Roorkee (2003-2007),"Recommendation Systems Engineer at Microsoft (49 mos, current=True); Senior Data Scientist at Amazon (21 mos, current=False)",," (professional),  (native)",73.2,2024-09-26,2026-04-05,True,167,17,0.63,11.2,330,124,15,42.3-43.5 LPA,remote,True,94.4,619,29,0.61,-1.0,True,True,True
50,CAND_0080766,0.520786,"Carries Elasticsearch, LoRA, Milvus expertise from 9 years of hands-on work, mapping cleanly onto hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations. Proven experience deploying ML systems to production at scale, matching the JD's 'ship a working ranker in a week' culture. However, availability is a key concern: candidate is not marked open to work.",0.593,0.639,0.6383,0.97,0.08895,0.3195,0.095745,0.097,0.1501,1.0,0.25,0.986,1.0,0.7784,0.9,0.0,0.0,1.0,0.0,0.95,0.8,0.0,84.5,1.03,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.25, 'evaluation': 1.0, 'production': 1.0}",0.4771,0.3596,0.4553,0.0,False,False,False,Retrieval/Search (1.00); Production Experience (1.00); Experience Fit (1.00),Ranking/Recommendation (0.25); Skill Match (0.15); Certifications (0.00),Kiara Mittal,Senior Engineer | Search & Discovery Infrastructure,"Senior engineer who has spent the last several years building systems that connect users with relevant information at scale. Comfortable across the full stack from infrastructure to algorithms to product experience, though most of my time has been in the middle layer — the ranking and retrieval systems that decide what to show. Strong preference for shipping real systems over research-only work; I'd rather have a working v1 in 6 weeks than a perfect v2 in 6 months. I've made the standard mistakes — over-engineering early, optimizing offline metrics that didn't move online numbers, building beautiful infrastructure for features that users didn't actually want — so I notice them faster now. Looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end at a product company.","Coimbatore, Tamil Nadu",India,8.8,Staff Machine Learning Engineer,Salesforce,10001+,Software,"Search Backend, LoRA, Vue.js, Tally, Search & Discovery, MLOps, Search Infrastructure, MLflow, Open-source ML libraries, Information Retrieval Systems, Elasticsearch, Computer Vision, Deep Learning, Natural Language Processing, QLoRA, YOLO, OpenSearch, Python, Milvus, ASR, TensorFlow",M.Sc in Computer Engineering from RV College of Engineering (2010-2015); M.E. in Computer Science from NIT Surathkal (2018-2021),"Staff Machine Learning Engineer at Salesforce (38 mos, current=True); Staff Machine Learning Engineer at Aganitha (12 mos, current=False); Lead AI Engineer at Swiggy (43 mos, current=False); Senior Machine Learning Engineer at Haptik (12 mos, current=False)",," (professional),  (native)",92.0,2024-11-01,2026-04-09,False,374,17,0.66,37.9,767,182,0,41.4-52.7 LPA,flexible,True,32.9,1105,27,0.88,0.63,True,True,True
51,CAND_0033839,0.518343,"Brings 5 YOE with specialized proficiency in Pinecone, Weaviate, aligning with hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations needs. Track record includes live, production-facing ML work — a direct match for the JD's bias toward shipping over theorizing. Signals worth noting include strong recruiter engagement, open to work. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.47 vs. 0.97 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5737,0.4654,0.6501,0.97,0.086055,0.2327,0.097515,0.097,0.0459,0.768,0.362,0.0,0.916,0.6784,0.8625,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.4079,0.253,0.5827,0.0,False,False,False,Experience Fit (1.00); Profile Quality (0.97); Profile Consistency (0.95),Ranking/Recommendation (0.36); Skill Match (0.05); Evaluation Frameworks (0.00),Shaurya Subramanian,AI Specialist | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.","Jaipur, Rajasthan",India,5.3,AI Specialist,Rephrase.ai,11-50,AI/ML,"Kubernetes, Tailwind, YOLO, Weaviate, Prompt Engineering, Semantic Search, Time Series, GANs, React, PyTorch, LlamaIndex, Pinecone, Deep Learning, Object Detection, OpenCV, Accounting",M.Sc in Computer Science from Thapar University (2007-2012),"AI Specialist at Rephrase.ai (24 mos, current=True); AI Research Engineer at Ola (26 mos, current=False); Junior ML Engineer at Observe.AI (13 mos, current=False)",," (native),  (native)",64.9,2024-08-17,2026-03-15,True,153,17,0.74,73.7,87,55,90,30.8-28.5 LPA,onsite,True,-1.0,798,30,0.5,0.48,True,True,False
52,CAND_0061257,0.51777,"Demonstrates a strong technical profile in python using PEFT over a 8-year career, aligning with the JD's need for hybrid retrieval, evaluation frameworks (NDCG/MRR), production deployment. Has shipped ML systems under real production constraints, the kind of background the JD's fast-moving founding team is looking for. Features strong recruiter engagement, open to work, immediate joiner status. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.47 vs. 0.94 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5629,0.4651,0.8225,0.94,0.084435,0.23255,0.123375,0.094,0.0568,0.775,0.0,0.626,0.729,0.8176,0.9,0.0,0.0,1.0,0.0,0.9,0.6,0.0,69.5,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.5, 'production': 0.75}",0.428,0.329,0.3564,0.0,False,False,False,Experience Fit (1.00); Profile Quality (0.94); Education (0.90),Skill Match (0.06); Ranking/Recommendation (0.00); Certifications (0.00),Advaith Pillai,Senior Engineer | 8.0+ yrs in production systems,"Senior engineer who has spent the last several years building systems that connect users with relevant information at scale. Comfortable across the full stack from infrastructure to algorithms to product experience, though most of my time has been in the middle layer — the ranking and retrieval systems that decide what to show. Strong preference for shipping real systems over research-only work; I'd rather have a working v1 in 6 weeks than a perfect v2 in 6 months. I've made the standard mistakes — over-engineering early, optimizing offline metrics that didn't move online numbers, building beautiful infrastructure for features that users didn't actually want — so I notice them faster now. Looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end at a product company.","Noida, Uttar Pradesh",India,8.0,Staff Machine Learning Engineer,LinkedIn,10001+,Internet,"PEFT, Haystack, Time Series, Machine Learning, Information Retrieval Systems, Search Infrastructure, Image Classification, TTS, Feature Engineering, ETL, Model Adaptation, Indexing Algorithms, Workflow Orchestration, Search Backend, Python, Vector Representations",M.S. in Computer Science from VJTI Mumbai (2005-2010); M.E. in Artificial Intelligence from IIT Roorkee (2003-2008),"Staff Machine Learning Engineer at LinkedIn (43 mos, current=True); Senior Applied Scientist at Yellow.ai (52 mos, current=False)",," (native),  (native)",93.3,2025-11-06,2026-04-16,True,236,24,0.87,49.7,1513,56,30,49.7-52.3 LPA,hybrid,False,45.3,80,80,0.8,-1.0,True,True,True
53,CAND_0007009,0.516939,"Demonstrates a strong technical profile in embeddings using LoRA, PEFT, QLoRA over a 8-year career, aligning with the JD's need for hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations. Work history centered on ML research and prototyping; limited evidence of production deployment the JD requires. Features active GitHub history, open to work, immediate joiner status. Note: Ranks behind the strongest candidates primarily on semantic alignment with the JD (0.48 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.483,0.603,0.707,1.0,0.07245,0.3015,0.10605,0.1,0.2573,1.0,0.516,0.467,0.315,0.9961,0.8625,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 1.0, 'ranking': 0.25, 'evaluation': 0.25, 'production': 0.0}",0.4952,0.3899,0.618,0.0,False,False,False,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Production Experience (0.32); Skill Match (0.26),Anika Pillai,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Noida, Uttar Pradesh",India,7.9,Recommendation Systems Engineer,Wysa,51-200,HealthTech AI,"Statistical Modeling, ETL, Weaviate, Python, Embeddings, Learning to Rank, PEFT, BM25, LoRA, CNN, Forecasting, LLMs, Sentence Transformers, Weights & Biases, Haystack, Data Science, QLoRA, OpenSearch",M.Tech in Data Science from Symbiosis International (2011-2014); M.Sc in Computer Science from Anna University (2017-2021),"Recommendation Systems Engineer at Wysa (14 mos, current=True); Recommendation Systems Engineer at PolicyBazaar (48 mos, current=False); Recommendation Systems Engineer at Netflix (32 mos, current=False)","AWS Certified Machine Learning Specialty, LangChain for LLM Application Development"," (professional),  (native)",82.8,2024-03-18,2026-03-19,True,85,13,0.62,41.8,251,120,30,24.7-49.6 LPA,remote,False,69.2,615,5,0.87,0.49,True,True,False
54,CAND_0040677,0.514569,"4 years deep in llms, with Elasticsearch, LoRA, QLoRA on the resume — a near match for the JD's hybrid retrieval, vector DB operations, production deployment ask. Has shipped ML systems under real production constraints, the kind of background the JD's fast-moving founding team is looking for. Features open to work. Note: long notice period of 120 days; Ranks behind the strongest candidates primarily on structured technical fit (0.55 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.6131,0.5489,0.7007,1.0,0.091965,0.27445,0.105105,0.1,0.1487,0.502,0.951,0.0,0.958,0.8929,0.8625,0.0,0.0,0.92,0.8,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 1.0}",0.3859,0.2116,0.5966,0.0,False,False,False,Profile Quality (1.00); Profile Consistency (1.00); Production Experience (0.96),Skill Match (0.15); Evaluation Frameworks (0.00); Certifications (0.00),Nikhil Khanna,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 4.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling.","Kochi, Kerala",India,4.2,AI Research Engineer,Swiggy,5001-10000,Food Delivery,"PostgreSQL, LoRA, LLMs, ASR, Feature Engineering, scikit-learn, QLoRA, GANs, Image Classification, Elasticsearch, Deep Learning, Python, MLflow, TensorFlow, BentoML",M.S. in Computer Engineering from PES University (2005-2009),"AI Research Engineer at Swiggy (14 mos, current=True); ML Engineer at BYJU'S (36 mos, current=False)",," (professional),  (professional)",94.6,2024-03-18,2026-05-21,True,169,9,0.37,112.4,93,75,120,18.9-31.6 LPA,remote,True,21.4,185,17,0.52,0.81,True,True,True
55,CAND_0018549,0.512544,"7 years deep in fine-tuning llms, with Elasticsearch, LangChain, Milvus on the resume — a near match for the JD's hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations ask. Has shipped ML systems under real production constraints, the kind of background the JD's fast-moving founding team is looking for. Features strong recruiter engagement, open to work, a 60-day notice period. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.48 vs. 0.97 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5312,0.4824,0.7867,0.97,0.07968,0.2412,0.118005,0.097,0.1484,0.28,0.93,0.271,0.64,0.8784,0.925,0.0,0.0,1.0,0.0,0.95,0.8,0.0,90.0,1.05,1.0,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.25, 'production': 0.5}",0.5911,0.4104,0.571,0.0,False,False,False,Experience Fit (1.00); Profile Quality (0.97); Profile Consistency (0.95),Retrieval/Search (0.28); Evaluation Frameworks (0.27); Skill Match (0.15),Mira Verma,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 6.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Coimbatore, Tamil Nadu",India,6.8,Recommendation Systems Engineer,Uber,10001+,Transportation,"Computer Vision, Weaviate, Kubernetes, Elasticsearch, BigQuery, LangChain, Qdrant, Milvus, Fine-tuning LLMs, Speech Recognition, scikit-learn, Time Series, Prompt Engineering, OpenSearch",M.Tech in Data Science from Stanford University (2012-2017),"Recommendation Systems Engineer at Uber (37 mos, current=True); Machine Learning Engineer at Flipkart (44 mos, current=False)",Google Cloud Professional ML Engineer," (professional),  (native)",65.0,2024-09-03,2026-04-28,True,250,13,0.73,75.4,433,114,60,33.2-58.5 LPA,flexible,True,56.3,631,15,0.67,0.89,True,True,True
56,CAND_0069638,0.512215,"Carries PEFT, Pinecone expertise from 6 years of hands-on work, mapping cleanly onto hybrid retrieval, vector DB operations, production deployment. Experienced in taking models from research to production with scalability focus, fitting the founding-team velocity expectations. On the hiring-readiness side: open to work, immediate joiner status. Note: Ranks behind the strongest candidates primarily on structured technical fit (0.46 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5533,0.4637,0.7411,1.0,0.082995,0.23185,0.111165,0.1,0.0782,0.642,0.839,0.0,0.481,0.7854,0.8625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.3538,0.2301,0.5669,0.0,False,False,False,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.08); Evaluation Frameworks (0.00); Certifications (0.00),Diya Gupta,Computer Vision Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 6.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.","Chennai, Tamil Nadu",India,6.2,Computer Vision Engineer,Swiggy,5001-10000,Food Delivery,"Time Series, Hadoop, Semantic Search, Prompt Engineering, Feature Engineering, Fine-tuning LLMs, ASR, PEFT, Image Classification, Pinecone, PyTorch",M.Sc in Computer Science from PES University (2002-2005),"Computer Vision Engineer at Swiggy (32 mos, current=True); AI Research Engineer at Zomato (31 mos, current=False); Computer Vision Engineer at Nykaa (10 mos, current=False)",," (professional),  (conversational)",67.7,2025-09-09,2026-04-29,True,94,9,0.64,58.1,549,67,30,36.5-43.4 LPA,onsite,True,23.7,24,15,0.62,0.31,False,True,True
57,CAND_0099401,0.511758,"Possesses 8 years of experience specializing in Embeddings, Python, relevant to hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations. Track record includes live, production-facing ML work — a direct match for the JD's bias toward shipping over theorizing. However, availability is a key concern: candidate is not marked open to work. Note: Ranks behind the strongest candidates primarily on behavioral/hiring-readiness signal (0.56 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5733,0.6334,0.5649,1.0,0.085995,0.3167,0.084735,0.1,0.088,0.775,0.93,0.411,0.874,0.8286,0.825,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.25, 'production': 1.0}",0.5204,0.3669,0.5654,0.0,False,False,False,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.09),Kabir Sen,"NLP Engineer | Search, Ranking & Retrieval","Machine learning engineer with 7.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I've been the de-facto ML lead on a small team, shipping models across NLP and recsys. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Ahmedabad, Gujarat",India,7.7,NLP Engineer,Dream11,1001-5000,Gaming,"BM25, Embeddings, ASR, Deep Learning, Qdrant, Haystack, Information Retrieval, GANs, Reinforcement Learning, Semantic Search, scikit-learn, LlamaIndex, Photoshop, Python",B.E. in Data Science from Georgia Tech (2006-2010); B.Tech in Computer Science from Carnegie Mellon University (2011-2015),"NLP Engineer at Dream11 (14 mos, current=True); Search Engineer at Genpact AI (33 mos, current=False); Applied ML Engineer at Microsoft (27 mos, current=False); NLP Engineer at Wysa (16 mos, current=False)",LangChain for LLM Application Development," (professional),  (native)",51.5,2024-04-14,2026-05-27,False,140,2,0.42,55.5,574,150,90,23.5-44.9 LPA,hybrid,True,24.1,65,62,0.68,-1.0,True,True,True
58,CAND_0061175,0.51155,"A 7-year track record built around python, with practical Milvus exposure that speaks directly to hybrid retrieval, vector DB operations, production deployment. Track record includes live, production-facing ML work — a direct match for the JD's bias toward shipping over theorizing. Signals worth noting include open to work. Note: long notice period of 120 days; Ranks behind the strongest candidates primarily on structured technical fit (0.53 vs. 0.97 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5658,0.5278,0.6285,0.97,0.08487,0.2639,0.094275,0.097,0.0842,0.775,0.986,0.0,0.474,0.9569,0.825,0.0,0.0,1.0,0.0,0.95,0.8,0.0,64.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4939,0.3312,0.5867,0.0,False,False,False,Experience Fit (1.00); Ranking/Recommendation (0.99); Profile Quality (0.97),Skill Match (0.08); Evaluation Frameworks (0.00); Certifications (0.00),Reyansh Chatterjee,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 6.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.","Gurgaon, Haryana",India,6.7,AI Research Engineer,Haptik,201-500,Conversational AI,"Python, Milvus, Recommendation Systems, Vector Search, LlamaIndex, Azure, MLOps, Data Science, TTS, Speech Recognition, Qdrant, Sales, Sentence Transformers",M.E. in Machine Learning from Symbiosis International (2009-2014),"AI Research Engineer at Haptik (24 mos, current=True); Junior ML Engineer at Mad Street Den (24 mos, current=False); Data Scientist at Haptik (32 mos, current=False)",," (native),  (professional)",54.1,2025-05-08,2026-03-20,True,178,0,0.48,99.2,902,22,120,31.3-49.9 LPA,hybrid,True,49.8,646,26,0.66,-1.0,True,True,True
59,CAND_0069248,0.510816,"Brings 5 years of ML experience with FAISS, QLoRA, directly relevant to JD requirements for vector DB operations, production deployment, ranking systems. Experienced in taking models from research to production with scalability focus, fitting the founding-team velocity expectations. The candidate shows strong recruiter engagement, active GitHub history, open to work. Note: long notice period of 120 days; Ranks behind the strongest candidates primarily on structured technical fit (0.45 vs. 1.00 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5832,0.4545,0.786,1.0,0.08748,0.22725,0.1179,0.1,0.0802,0.502,0.93,0.0,0.39,0.9569,0.8875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,57.7,0.99,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.3401,0.1553,0.5764,0.0,False,False,False,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Production Experience (0.39); Skill Match (0.08); Evaluation Frameworks (0.00),Yash Kapoor,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling.","Vizag, Andhra Pradesh",India,5.4,AI Research Engineer,Unacademy,5001-10000,EdTech,"OpenCV, Illustrator, Computer Vision, BentoML, TensorFlow, Forecasting, Apache Beam, QLoRA, YOLO, Prompt Engineering, Statistical Modeling, Rust, Image Classification, Reinforcement Learning, FAISS, PostgreSQL",M.Tech in Computer Science from Thapar University (2012-2015),"AI Research Engineer at Unacademy (16 mos, current=True); AI Specialist at PharmEasy (28 mos, current=False); AI Specialist at Sarvam AI (19 mos, current=False)",," (native),  (professional)",75.3,2025-01-12,2026-04-08,True,204,12,0.75,37.1,934,131,120,30.9-45.6 LPA,onsite,True,79.8,317,17,0.53,-1.0,True,True,True
60,CAND_0026532,0.510073,"Strong embeddings and FAISS, LoRA, Milvus background over 5 years, relevant to the role's hybrid retrieval, evaluation frameworks (NDCG/MRR), vector DB operations scope. Familiar with production ML pipelines, though depth of deployment experience is moderate relative to the JD's production-first expectations. The candidate shows open to work. Note: Ranks behind the strongest candidates primarily on semantic alignment with the JD (0.54 vs. 0.97 on profile quality/trust signal) — the technical depth is there, but the exact JD keywords are missing.",0.5363,0.5962,0.6452,0.97,0.080445,0.2981,0.09678,0.097,0.2141,1.0,0.743,0.271,0.556,0.9016,0.825,0.0,0.0,0.98,0.2,0.95,0.8,0.0,53.3,0.99,1.0,1.0,"{'retrieval': 1.0, 'ranking': 0.75, 'evaluation': 0.25, 'production': 0.5}",0.5441,0.4348,0.5428,0.0,False,False,False,Retrieval/Search (1.00); Experience Fit (0.98); Profile Quality (0.97),Evaluation Frameworks (0.27); Skill Match (0.21); Certifications (0.00),Aarav Sethi,"Recommendation Systems Engineer | Search, Ranking & Retrieval","Machine learning engineer with 4.8 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Chennai, Tamil Nadu",India,4.8,Recommendation Systems Engineer,Zomato,5001-10000,Food Delivery,"Prompt Engineering, Time Series, pgvector, TTS, LoRA, PEFT, Embeddings, Semantic Search, Information Retrieval, BentoML, TypeScript, Excel, Pinecone, FAISS, Milvus, Feature Engineering",B.Tech in Machine Learning from Georgia Tech (2004-2007); M.S. in Data Science from Christ University (2014-2019),"Recommendation Systems Engineer at Zomato (34 mos, current=True); Recommendation Systems Engineer at Mad Street Den (22 mos, current=False)",," (native),  (professional)",65.1,2025-06-20,2026-03-28,True,236,1,0.52,46.8,840,51,90,35.1-41.2 LPA,hybrid,True,32.5,59,42,0.72,0.64,True,True,True
