candidate_id,final_score,semantic_score,structured_score,behavioral_score,quality_score,reason_removed,issue_names,reasoning,current_title,years_of_experience,location,country,summary_full,skills,career_history,education_full
CAND_0000839,0.020282,0.5885,0.1166,0.3461,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: PostgreSQL, HTML, Illustrator, Webpack, PowerPoint, Spring Boot, AWS, Azure. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: B.Tech in Computer Engineering (2012-2017); B.Tech in Information Technology (2016-2019). Career: Mechanical Engineer at TCS (49 mos); Graphic Designer at Wipro (36 mos). Skills: PostgreSQL, HTML, Illustrator, Webpack, PowerPoint, Spring Boot, AWS, Azure. Removed from Top 300 to prevent contamination of final Top 100 submission.",Mechanical Engineer,10.9,"Delhi, Delhi",India,"Mechanical Engineer with 10.9+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.","PostgreSQL, HTML, Illustrator, Webpack, PowerPoint, Spring Boot, AWS, Azure",Mechanical Engineer at TCS (49 mos); Graphic Designer at Wipro (36 mos),B.Tech in Computer Engineering (2012-2017); B.Tech in Information Technology (2016-2019)
CAND_0000096,0.024593,0.5628,0.0741,0.5048,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include pgvector, Kafka, Speech Recognition, Terraform, SEO, Kubernetes, BigQuery, Django—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: M.S. in Computer Science (2004-2008); M.S. in Data Science (2017-2021). Career: QA Engineer at Pied Piper (21 mos); Java Developer at Zomato (16 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",QA Engineer,3.2,"Kochi, Kerala",India,"Software engineer with 3.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","pgvector, Kafka, Speech Recognition, Terraform, SEO, Kubernetes, BigQuery, Django",QA Engineer at Pied Piper (21 mos); Java Developer at Zomato (16 mos),M.S. in Computer Science (2004-2008); M.S. in Data Science (2017-2021)
CAND_0000974,0.024463,0.5903,0.1277,0.6073,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include Kafka, Java, Sales, REST APIs, MongoDB, Figma, SQL, Next.js—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: Ph.D in Data Science (2014-2018). Career: Mechanical Engineer at Hooli (40 mos); Customer Support at Acme Corp (21 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",Mechanical Engineer,11.2,"Pune, Maharashtra",India,"Professional with 11.2+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Kafka, Java, Sales, REST APIs, MongoDB, Figma, SQL, Next.js",Mechanical Engineer at Hooli (40 mos); Customer Support at Acme Corp (21 mos),Ph.D in Data Science (2014-2018)
CAND_0000627,0.024072,0.5375,0.1121,0.6257,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, HONEYPOT","Hard-excluded due to chronological contradictions in education timeline (M.S. in Electrical Engineering (2002-2006); M.S. in Statistics (2005-2010)). Profile shows degree ordering that is physically impossible. Education: M.S. in Electrical Engineering (2002-2006); M.S. in Statistics (2005-2010). Career: Frontend Engineer at Stark Industries (15 mos); Mobile Developer at Flipkart (27 mos). Skills: ASR, FastAPI, Node.js, Accounting, Diffusion Models, Flask, Kubernetes, LLMs. Removed from Top 300 to prevent contamination of final Top 100 submission.",Frontend Engineer,7.0,"Bangalore, Karnataka",India,"Software engineer with 7.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","ASR, FastAPI, Node.js, Accounting, Diffusion Models, Flask, Kubernetes, LLMs",Frontend Engineer at Stark Industries (15 mos); Mobile Developer at Flipkart (27 mos),M.S. in Electrical Engineering (2002-2006); M.S. in Statistics (2005-2010)
CAND_0000998,0.019918,0.5472,0.1055,0.4936,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Spark, Illustrator, Scrum, Java, Photoshop, TypeScript, JavaScript, Angular. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: B.Tech in Information Technology (2006-2009). Career: Mechanical Engineer at Wipro (15 mos); Mechanical Engineer at Hooli (49 mos). Skills: Spark, Illustrator, Scrum, Java, Photoshop, TypeScript, JavaScript, Angular. Removed from Top 300 to prevent contamination of final Top 100 submission.",Mechanical Engineer,8.4,"Delhi, Delhi",India,"Professional with 8.4+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Spark, Illustrator, Scrum, Java, Photoshop, TypeScript, JavaScript, Angular",Mechanical Engineer at Wipro (15 mos); Mechanical Engineer at Hooli (49 mos),B.Tech in Information Technology (2006-2009)
CAND_0000697,0.019823,0.5218,0.093,0.5625,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Excel, dbt, BigQuery, FastAPI, AWS. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.S. in Computer Science (2016-2021); M.Sc in Information Technology (2015-2018). Career: Business Analyst at Initech (36 mos). Skills: Excel, dbt, BigQuery, FastAPI, AWS. Removed from Top 300 to prevent contamination of final Top 100 submission.",Business Analyst,3.0,"Delhi, Delhi",India,"Professional with 3.0+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Excel, dbt, BigQuery, FastAPI, AWS",Business Analyst at Initech (36 mos),M.S. in Computer Science (2016-2021); M.Sc in Information Technology (2015-2018)
CAND_0000304,0.019223,0.4872,0.1047,0.378,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: PostgreSQL, Agile, Content Writing, Redux, React, Databricks, Figma. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.E. in Artificial Intelligence (2009-2013). Career: Civil Engineer at Hooli (21 mos); Marketing Manager at Hooli (22 mos). Skills: PostgreSQL, Agile, Content Writing, Redux, React, Databricks, Figma. Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,3.7,"Noida, Uttar Pradesh",India,"Professional with 3.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","PostgreSQL, Agile, Content Writing, Redux, React, Databricks, Figma",Civil Engineer at Hooli (21 mos); Marketing Manager at Hooli (22 mos),M.E. in Artificial Intelligence (2009-2013)
CAND_0000187,0.023722,0.5469,0.1158,0.5271,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include YOLO, Figma, Next.js, Content Writing, Redis, gRPC, Webpack, SQL—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: M.Sc in Machine Learning (2009-2014). Career: DevOps Engineer at Mphasis (39 mos); .NET Developer at HCL (22 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",DevOps Engineer,6.6,"Pune, Maharashtra",India,"Software engineer with 6.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","YOLO, Figma, Next.js, Content Writing, Redis, gRPC, Webpack, SQL",DevOps Engineer at Mphasis (39 mos); .NET Developer at HCL (22 mos),M.Sc in Machine Learning (2009-2014)
CAND_0000919,0.023238,0.4761,0.0849,0.6031,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, SUMMARY_CONTRADICTION, HONEYPOT","Hard-excluded due to chronological contradictions in education timeline (B.Sc in Information Technology (2017-2020); M.Sc in Artificial Intelligence (2002-2005)). Profile shows degree ordering that is physically impossible. Education: B.Sc in Information Technology (2017-2020); M.Sc in Artificial Intelligence (2002-2005). Career: DevOps Engineer at Hooli (27 mos); Java Developer at Pied Piper (18 mos). Skills: Django, SAP, Tailwind, Apache Flink, Redux. Removed from Top 300 to prevent contamination of final Top 100 submission.",DevOps Engineer,9.4,"Noida, Uttar Pradesh",India,"Software engineer with 9.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Django, SAP, Tailwind, Apache Flink, Redux",DevOps Engineer at Hooli (27 mos); Java Developer at Pied Piper (18 mos),B.Sc in Information Technology (2017-2020); M.Sc in Artificial Intelligence (2002-2005)
CAND_0000654,0.023206,0.5586,0.0836,0.5574,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, SUMMARY_CONTRADICTION, HONEYPOT","Hard-excluded due to chronological contradictions in education timeline (B.Sc in Data Science (2010-2013); Ph.D in Chemical Engineering (2008-2011)). Profile shows degree ordering that is physically impossible. Education: B.Sc in Data Science (2010-2013); Ph.D in Chemical Engineering (2008-2011). Career: QA Engineer at Dunder Mifflin (52 mos). Skills: React, FAISS, SAP, GCP, Airflow, PowerPoint, gRPC, Data Pipelines. Removed from Top 300 to prevent contamination of final Top 100 submission.",QA Engineer,4.4,"Chandigarh, Chandigarh",India,"Software engineer with 4.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","React, FAISS, SAP, GCP, Airflow, PowerPoint, gRPC, Data Pipelines",QA Engineer at Dunder Mifflin (52 mos),B.Sc in Data Science (2010-2013); Ph.D in Chemical Engineering (2008-2011)
CAND_0000770,0.019493,0.609,0.1211,0.4986,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Kafka, Agile, Scrum, Apache Flink, HTML, Terraform, Feature Engineering, Marketing. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.E. in Electrical Engineering (2001-2005). Career: Mechanical Engineer at Dunder Mifflin (20 mos); Graphic Designer at Acme Corp (48 mos). Skills: Kafka, Agile, Scrum, Apache Flink, HTML, Terraform, Feature Engineering, Marketing. Removed from Top 300 to prevent contamination of final Top 100 submission.",Mechanical Engineer,8.9,"Bhubaneswar, Odisha",India,"Mechanical Engineer with 8.9+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.","Kafka, Agile, Scrum, Apache Flink, HTML, Terraform, Feature Engineering, Marketing",Mechanical Engineer at Dunder Mifflin (20 mos); Graphic Designer at Acme Corp (48 mos),M.E. in Electrical Engineering (2001-2005)
CAND_0000061,0.0231,0.5659,0.0907,0.364,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include Illustrator, Speech Recognition, JavaScript, Airflow, TypeScript, Sales, TTS, Object Detection—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: M.E. in Chemical Engineering (2006-2009); M.E. in MBA (2011-2016). Career: DevOps Engineer at Pied Piper (54 mos); Mobile Developer at Zomato (32 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",DevOps Engineer,7.7,"Vizag, Andhra Pradesh",India,"Software engineer with 7.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Illustrator, Speech Recognition, JavaScript, Airflow, TypeScript, Sales, TTS, Object Detection",DevOps Engineer at Pied Piper (54 mos); Mobile Developer at Zomato (32 mos),M.E. in Chemical Engineering (2006-2009); M.E. in MBA (2011-2016)
CAND_0000929,0.019129,0.5501,0.0992,0.6375,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Content Writing, Redis, MongoDB, Node.js, JavaScript, Spark, Spring Boot, Databricks. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: Ph.D in Mechanical Engineering (2017-2021). Career: Civil Engineer at Hooli (48 mos). Skills: Content Writing, Redis, MongoDB, Node.js, JavaScript, Spark, Spring Boot, Databricks. Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,4.0,"Jaipur, Rajasthan",India,"Professional with 4.0+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Content Writing, Redis, MongoDB, Node.js, JavaScript, Spark, Spring Boot, Databricks",Civil Engineer at Hooli (48 mos),Ph.D in Mechanical Engineering (2017-2021)
CAND_0000935,0.018838,0.4952,0.1369,0.5489,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Redis, Databricks, Go, Content Writing, ETL, Microservices, Feature Engineering, BigQuery. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.Sc in Machine Learning (2016-2020); M.Tech in Machine Learning (2018-2021). Career: Civil Engineer at Hooli (12 mos); HR Manager at Wayne Enterprises (50 mos). Skills: Redis, Databricks, Go, Content Writing, ETL, Microservices, Feature Engineering, BigQuery. Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,5.7,"Pune, Maharashtra",India,"Professional with 5.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Redis, Databricks, Go, Content Writing, ETL, Microservices, Feature Engineering, BigQuery",Civil Engineer at Hooli (12 mos); HR Manager at Wayne Enterprises (50 mos),M.Sc in Machine Learning (2016-2020); M.Tech in Machine Learning (2018-2021)
CAND_0000623,0.02227,0.5568,0.0792,0.6271,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include Data Pipelines, Apache Flink, GCP, Vector Search, JavaScript, BM25, React—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: B.Tech in Physics (2010-2014); M.S. in Physics (2015-2019). Career: Java Developer at Tech Mahindra (52 mos); Mobile Developer at CRED (8 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",Java Developer,5.1,"Trivandrum, Kerala",India,"Software engineer with 5.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Data Pipelines, Apache Flink, GCP, Vector Search, JavaScript, BM25, React",Java Developer at Tech Mahindra (52 mos); Mobile Developer at CRED (8 mos),B.Tech in Physics (2010-2014); M.S. in Physics (2015-2019)
CAND_0000137,0.018478,0.5276,0.1092,0.6252,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Sales, Redis, Flask, SAP, Marketing, Figma, Next.js, Accounting. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: Ph.D in Mechanical Engineering (2008-2013). Career: Mechanical Engineer at Globex Inc (16 mos); HR Manager at Initech (24 mos). Skills: Sales, Redis, Flask, SAP, Marketing, Figma, Next.js, Accounting. Removed from Top 300 to prevent contamination of final Top 100 submission.",Mechanical Engineer,10.9,"Trivandrum, Kerala",India,"Professional with 10.9+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Sales, Redis, Flask, SAP, Marketing, Figma, Next.js, Accounting",Mechanical Engineer at Globex Inc (16 mos); HR Manager at Initech (24 mos),Ph.D in Mechanical Engineering (2008-2013)
CAND_0000151,0.021883,0.541,0.1331,0.3943,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, HONEYPOT","Hard-excluded due to chronological contradictions in education timeline (M.Sc in Statistics (2008-2012); B.Sc in Machine Learning (2015-2020)). Profile shows degree ordering that is physically impossible. Education: M.Sc in Statistics (2008-2012); B.Sc in Machine Learning (2015-2020). Career: Civil Engineer at Initech (43 mos); Project Manager at Pied Piper (22 mos). Skills: Illustrator, AWS, Docker, REST APIs, Kubeflow, Kubernetes, Content Writing. Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,6.3,"Delhi, Delhi",India,"Professional with 6.3+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Illustrator, AWS, Docker, REST APIs, Kubeflow, Kubernetes, Content Writing",Civil Engineer at Initech (43 mos); Project Manager at Pied Piper (22 mos),M.Sc in Statistics (2008-2012); B.Sc in Machine Learning (2015-2020)
CAND_0000593,0.01769,0.5156,0.134,0.3921,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Project Management, Vue.js, Photoshop, Accounting, Marketing, Next.js, CI/CD, Feature Engineering. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: Ph.D in Information Technology (2007-2011); B.E. in Physics (2008-2012). Career: Customer Support at Dunder Mifflin (36 mos); Accountant at TCS (38 mos). Skills: Project Management, Vue.js, Photoshop, Accounting, Marketing, Next.js, CI/CD, Feature Engineering. Removed from Top 300 to prevent contamination of final Top 100 submission.",Customer Support,6.2,"Gurgaon, Haryana",India,"Professional with 6.2+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Project Management, Vue.js, Photoshop, Accounting, Marketing, Next.js, CI/CD, Feature Engineering",Customer Support at Dunder Mifflin (36 mos); Accountant at TCS (38 mos),Ph.D in Information Technology (2007-2011); B.E. in Physics (2008-2012)
CAND_0000236,0.01765,0.5629,0.1061,0.4398,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Scrum, HTML, Redux, JavaScript, OpenCV, Illustrator, Next.js. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.Tech in MBA (2004-2009); M.Sc in Mechanical Engineering (2000-2005). Career: Civil Engineer at TCS (37 mos); Accountant at Stark Industries (48 mos). Skills: Scrum, HTML, Redux, JavaScript, OpenCV, Illustrator, Next.js. Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,10.3,"Noida, Uttar Pradesh",India,"Professional with 10.3+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Scrum, HTML, Redux, JavaScript, OpenCV, Illustrator, Next.js",Civil Engineer at TCS (37 mos); Accountant at Stark Industries (48 mos),M.Tech in MBA (2004-2009); M.Sc in Mechanical Engineering (2000-2005)
CAND_0000382,0.017586,0.5583,0.1111,0.5438,0.0,quality_filtered,QUALITY_FILTERED,"Quality-filtered: Profile quality score (0.00) below threshold (0.2). Skills: Accounting, Angular, Tailwind, Databricks, Time Series, CSS. Profile lacks sufficient quality signals to remain in Top 300. Low profile completeness/consistency triggered automatic exclusion. Education: M.E. in Computer Science (2010-2014). Career: Civil Engineer at Initech (33 mos); Graphic Designer at Initech (20 mos). Skills: Accounting, Angular, Tailwind, Databricks, Time Series, CSS. Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,8.2,"Indore, Madhya Pradesh",India,"Professional with 8.2+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Accounting, Angular, Tailwind, Databricks, Time Series, CSS",Civil Engineer at Initech (33 mos); Graphic Designer at Initech (20 mos),M.E. in Computer Science (2010-2014)
CAND_0000630,0.020782,0.5134,0.11,0.4081,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include Microservices, Django, FastAPI, Node.js, YOLO, Spark—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: B.Sc in MBA (2006-2009). Career: Civil Engineer at Wayne Enterprises (14 mos); Operations Manager at Stark Industries (20 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",Civil Engineer,8.7,"Indore, Madhya Pradesh",India,"Professional with 8.7+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.","Microservices, Django, FastAPI, Node.js, YOLO, Spark",Civil Engineer at Wayne Enterprises (14 mos); Operations Manager at Stark Industries (20 mos),B.Sc in MBA (2006-2009)
CAND_0000802,0.020759,0.5664,0.0971,0.4259,0.5,clustered,CLUSTERED_TEMPLATE,"Clustered: Profile is >90% semantically identical to 46 other templated candidates in Top 300. Summary and skills structure match synthetic generation patterns. Skills include Salesforce CRM, SEO, Excel, OpenCV, Spring Boot, Vue.js, React, Reinforcement Learning—common in templated profiles—but career details lack specificity. Removed because this appears to be part of a synthetic batch generated from a single template, not a genuine candidate. Education: B.Tech in Artificial Intelligence (2014-2017). Career: Full Stack Developer at Capgemini (21 mos); Full Stack Developer at Acme Corp (28 mos). Removed from Top 300 to prevent contamination of final Top 100 submission.",Full Stack Developer,5.6,"Noida, Uttar Pradesh",India,"Software engineer with 5.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Salesforce CRM, SEO, Excel, OpenCV, Spring Boot, Vue.js, React, Reinforcement Learning",Full Stack Developer at Capgemini (21 mos); Full Stack Developer at Acme Corp (28 mos),B.Tech in Artificial Intelligence (2014-2017)
CAND_0000285,0.020755,0.5373,0.0713,0.6613,0.5,hard_excluded,"EDUCATION_CHRONOLOGY, SUMMARY_CONTRADICTION, HONEYPOT","Hard-excluded due to chronological contradictions in education timeline (B.Tech in Electronics (2015-2018); M.Sc in Electrical Engineering (2007-2010)). Profile shows degree ordering that is physically impossible. Education: B.Tech in Electronics (2015-2018); M.Sc in Electrical Engineering (2007-2010). Career: Frontend Engineer at Mphasis (18 mos); Frontend Engineer at Pied Piper (24 mos). Skills: Tally, Accounting, REST APIs, Airflow, Machine Learning, Microservices, Project Management, Kafka. Removed from Top 300 to prevent contamination of final Top 100 submission.",Frontend Engineer,3.5,"Noida, Uttar Pradesh",India,"Software engineer with 3.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","Tally, Accounting, REST APIs, Airflow, Machine Learning, Microservices, Project Management, Kafka",Frontend Engineer at Mphasis (18 mos); Frontend Engineer at Pied Piper (24 mos),B.Tech in Electronics (2015-2018); M.Sc in Electrical Engineering (2007-2010)
