rank,candidate_id,final_score,reasoning,semantic_score,structured_score,behavioral_score,quality_score,semantic_contribution,structured_contribution,behavioral_contribution,quality_contribution,skill_score,retrieval_score,ranking_score,evaluation_score,production_score,experience_score,education_score,certification_score,llm_hype_penalty,experience_fit_score,experience_distance,consistency_score,education_consistency_score,trap_probability,assessment_score,assessment_modifier,scale_boost,behavioral_boost,career_keyword_scores,ranking_concept,evaluation_concept,production_concept,consulting_ratio,top_positive_features,top_negative_features,anonymized_name,headline,summary,location,country,years_of_experience,current_title,current_company,current_company_size,current_industry,skills,education,career_history,certifications,languages,profile_completeness_score,signup_date,last_active_date,open_to_work,profile_views_received_30d,applications_submitted_30d,recruiter_response_rate,avg_response_time_hours,connection_count,endorsements_received,notice_period_days,expected_salary,preferred_work_mode,willing_to_relocate,github_activity_score,search_appearance_30d,saved_by_recruiters_30d,interview_completion_rate,offer_acceptance_rate,verified_email,verified_phone,linkedin_connected
52,CAND_0028793,0.634315,"Demonstrated expertise with LoRA, PEFT, QLoRA (7 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows active GitHub history, open to work. Note: long notice period (120 days).",0.6048,0.5983,0.7721,1.0,0.12096,0.329065,0.115815,0.1,0.1775,1.0,0.516,0.626,0.357,0.9176,0.8,0.75,0.0,1.0,0.0,1.0,1.0,0.0,88.7,1.03,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.25, 'evaluation': 0.5, 'production': 0.0}",0.5556,0.4109,0.6084,0.0,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Production Experience (0.36); Skill Match (0.18),Myra Dutta,"Search Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Trivandrum, Kerala",India,7.2,Search Engineer,Google,10001+,Internet,"SAP, Kubeflow, Embeddings, Haystack, YOLO, LoRA, PowerPoint, Learning to Rank, Information Retrieval, PEFT, QLoRA, PyTorch, pgvector, NLP, Weights & Biases",B.E. in Artificial Intelligence from BITS Pilani (2016-2019); B.Sc in Computer Engineering from Massachusetts Institute of Technology (2016-2020),"Search Engineer at Google (32 mos, current=True); Senior Data Scientist at Amazon (40 mos, current=False); Machine Learning Engineer at Meesho (13 mos, current=False)","AWS Certified Machine Learning Specialty, Deep Learning Specialization"," (native),  (native)",95.9,2024-04-17,2026-04-13,True,159,19,0.57,16.9,640,179,120,31.7-38.1 LPA,hybrid,True,83.1,1096,43,0.7,0.74,True,True,True
53,CAND_0040117,0.632033,"Demonstrated expertise with FAISS, LangChain, LoRA (6 YOE), focusing on embeddings. Familiar with production ML pipelines and deployment workflows. Candidate shows open to work, immediate joiner.",0.5288,0.6554,0.6894,1.0,0.10576,0.36047,0.10341,0.1,0.2021,0.85,0.743,0.626,0.556,1.0,1.0,0.75,0.0,1.0,0.0,1.0,1.0,0.0,77.7,1.01,1.0,1.0,"{'retrieval': 0.5, 'ranking': 0.75, 'evaluation': 0.5, 'production': 0.5}",0.5385,0.4085,0.5766,0.0,Experience Score (1.00); Experience Fit (1.00); Education (1.00),Skill Match (0.20),Aisha Sen,"Recommendation Systems Engineer | Search, Ranking & Retrieval","Machine learning engineer with 6.5 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Vizag, Andhra Pradesh",India,6.5,Recommendation Systems Engineer,PhonePe,5001-10000,Fintech,"OpenCV, LlamaIndex, Embeddings, RAG, FAISS, BM25, Prompt Engineering, LoRA, Diffusion Models, LangChain, Reinforcement Learning, QLoRA",Ph.D in Computer Science from IIT Roorkee (2001-2006),"Recommendation Systems Engineer at PhonePe (51 mos, current=True); Applied ML Engineer at Salesforce (26 mos, current=False)","AWS Certified Machine Learning Specialty, Deep Learning Specialization"," (native),  (professional)",82.8,2024-04-28,2026-03-17,True,129,7,0.66,7.1,1404,36,15,41.8-45.3 LPA,hybrid,False,-1.0,280,28,0.72,-1.0,True,True,False
54,CAND_0052682,0.630675,"Demonstrated expertise with FAISS, QLoRA (7 YOE), focusing on embeddings. Familiar with production ML pipelines and deployment workflows. Candidate shows strong recruiter engagement, active GitHub history, open to work, immediate joiner.",0.5363,0.5727,0.8537,0.97,0.10726,0.314985,0.128055,0.097,0.2549,0.738,0.556,0.682,0.598,0.8286,1.0,0.0,0.0,1.0,0.0,0.95,0.8,0.0,65.8,1.0,1.0,1.03,"{'retrieval': 0.5, 'ranking': 0.5, 'evaluation': 0.5, 'production': 0.5}",0.4121,0.2803,0.6361,0.0,Experience Fit (1.00); Education (1.00); Profile Quality (0.97),Skill Match (0.25); Certifications (0.00),Ira Mukherjee,NLP Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 6.6 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I've been the de-facto ML lead on a small team, shipping models across NLP and recsys. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Vizag, Andhra Pradesh",India,6.6,NLP Engineer,Aganitha,51-200,AI/ML,"Statistical Modeling, QLoRA, Semantic Search, FAISS, PyTorch, gRPC, LLMs, Excel, TTS, Six Sigma, Data Science, Forecasting, Python, Embeddings, Fine-tuning LLMs",M.E. in Information Technology from NIT Warangal (2012-2017); Ph.D in Computer Science from IIT Guwahati (2014-2017),"NLP Engineer at Aganitha (46 mos, current=True); NLP Engineer at Salesforce (32 mos, current=False)",Google Cloud Professional ML Engineer," (native),  (professional)",85.4,2025-09-21,2026-03-28,True,290,21,0.88,34.2,1100,128,30,39.7-54.5 LPA,onsite,False,72.4,850,16,0.88,0.85,True,True,True
55,CAND_0060315,0.630208,"Demonstrated expertise with LangChain, QLoRA, Milvus (5 YOE), focusing on fine-tuning llms. Proven experience deploying ML systems to production at scale. Candidate shows open to work.",0.6046,0.592,0.6889,0.97,0.12092,0.3256,0.103335,0.097,0.1131,0.642,1.0,0.0,1.0,0.6784,0.9625,0.5,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 1.0}",0.3507,0.2366,0.5954,0.0,Ranking/Recommendation (1.00); Production Experience (1.00); Experience Fit (1.00),Skill Match (0.11); Evaluation Frameworks (0.00),Naina Sharma,Senior Software Engineer (ML) | Building ML-powered solutions,"Data scientist / ML engineer with 5.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Bangalore, Karnataka",India,5.4,Senior Software Engineer (ML),Glance,501-1000,AI/ML,"Computer Vision, Milvus, Reinforcement Learning, Hugging Face Transformers, Fine-tuning LLMs, Weights & Biases, Kubeflow, MLflow, BM25, Image Classification, QLoRA, Haystack, Spring Boot, LangChain, ASR, Feature Engineering, Content Writing, Learning to Rank",Ph.D in Machine Learning from COEP Pune (2006-2011); M.E. in Artificial Intelligence from IIT Madras (2005-2010),"Senior Software Engineer (ML) at Glance (22 mos, current=True); AI Specialist at Unacademy (13 mos, current=False); Data Scientist at Aganitha (21 mos, current=False); AI Research Engineer at Saarthi.ai (7 mos, current=False)","Google Cloud Professional ML Engineer, LangChain for LLM Application Development"," (native),  (conversational)",76.2,2024-02-28,2026-03-05,True,147,18,0.63,99.7,595,89,90,20.8-37.5 LPA,flexible,True,-1.0,661,25,0.84,0.47,True,False,True
56,CAND_0017960,0.628254,"Demonstrated expertise with QLoRA, PEFT (8 YOE), focusing on python. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, open to work, 60-day notice.",0.5729,0.5839,0.8282,1.0,0.11458,0.321145,0.12423,0.1,0.1137,0.925,0.556,0.626,0.406,0.9176,0.8,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.75, 'ranking': 0.5, 'evaluation': 0.5, 'production': 0.0}",0.5221,0.3562,0.5779,0.0,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.11),Pari Shah,"Recommendation Systems Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Bangalore, Karnataka",India,7.7,Recommendation Systems Engineer,Nykaa,1001-5000,E-commerce,"LlamaIndex, QLoRA, Hugging Face Transformers, Reinforcement Learning, Machine Learning, Haystack, YOLO, Data Science, Speech Recognition, Qdrant, PEFT, Python, Information Retrieval, BentoML",B.Sc in Information Technology from IIT Delhi (2015-2018),"Recommendation Systems Engineer at Nykaa (54 mos, current=True); NLP Engineer at Wysa (21 mos, current=False); Search Engineer at Sarvam AI (16 mos, current=False)","Deep Learning Specialization, AWS Certified Machine Learning Specialty"," (professional),  (conversational)",71.1,2025-12-25,2026-04-27,True,13,6,0.72,35.2,924,150,60,35.2-55.4 LPA,hybrid,True,92.4,899,43,0.64,0.64,True,True,False
57,CAND_0093883,0.628146,"Demonstrated expertise with LoRA, Milvus (5 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows open to work, 60-day notice.",0.5629,0.5793,0.6641,1.0,0.11258,0.318615,0.099615,0.1,0.146,0.775,0.93,0.0,0.607,0.8392,0.8625,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4461,0.3278,0.6216,0.3333,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.15); Evaluation Frameworks (0.00),Pranav Singh,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Bhubaneswar, Odisha",India,5.0,AI Research Engineer,Wysa,51-200,HealthTech AI,"BM25, Qdrant, OpenCV, Semantic Search, CI/CD, Diffusion Models, LoRA, Go, Embeddings, Forecasting, Databricks, OpenSearch, Kubernetes, MLOps, Time Series, Milvus",M.E. in Artificial Intelligence from RV College of Engineering (2017-2020),"AI Research Engineer at Wysa (15 mos, current=True); Computer Vision Engineer at PharmEasy (18 mos, current=False); Senior Software Engineer (ML) at Wipro (26 mos, current=False)","NLP Specialization, Deep Learning Specialization"," (professional),  (professional)",59.4,2024-08-19,2026-05-12,True,30,13,0.56,49.7,496,54,60,36.1-44.4 LPA,remote,False,-1.0,97,13,0.59,0.46,True,True,False
58,CAND_0033179,0.627991,"Technical background in Fine-tuning LLMs (7 YOE). Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, actively looking and recently active, immediate joiner.",0.578,0.5599,0.828,0.9,0.1156,0.307945,0.1242,0.09,0.0203,0.712,0.93,0.0,0.747,0.9569,0.825,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4074,0.2809,0.6171,0.5,Experience Fit (1.00); Profile Consistency (1.00); Experience Score (0.96),Skill Match (0.02); Evaluation Frameworks (0.00),Yash Subramanian,AI Research Engineer | 6.9 yrs in analytics & ML,"Data scientist / ML engineer with 6.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Ahmedabad, Gujarat",India,6.9,AI Research Engineer,Wipro,10001+,IT Services,"FastAPI, Weights & Biases, Hugging Face Transformers, OpenSearch, Diffusion Models, Speech Recognition, PyTorch, MLOps, PowerPoint, scikit-learn, Airflow, Fine-tuning LLMs, Docker, MLflow, Information Retrieval, YOLO",M.S. in Statistics from Bharati Vidyapeeth (2019-2022),"AI Research Engineer at Wipro (38 mos, current=True); Senior Software Engineer (ML) at CRED (44 mos, current=False)",LangChain for LLM Application Development," (professional),  (native)",92.2,2025-09-13,2026-05-22,True,123,2,0.84,8.4,1243,23,30,19.2-34.6 LPA,hybrid,True,-1.0,206,33,0.66,-1.0,True,False,True
59,CAND_0094056,0.627248,"Demonstrated expertise with Milvus, PEFT, Pinecone (6 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history. Note: long notice period (120 days).",0.5455,0.5857,0.6583,1.0,0.1091,0.322135,0.098745,0.1,0.1719,1.0,0.703,0.0,0.846,0.7462,0.8875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 1.0, 'ranking': 0.5, 'evaluation': 0.0, 'production': 1.0}",0.4676,0.2824,0.6005,0.0,Retrieval/Search (1.00); Experience Fit (1.00); Profile Quality (1.00),Skill Match (0.17); Evaluation Frameworks (0.00); Certifications (0.00),Diya Pillai,"NLP Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 5.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Chennai, Tamil Nadu",India,5.9,NLP Engineer,Rephrase.ai,11-50,AI/ML,"MLflow, Pinecone, Milvus, Forecasting, Data Science, Hugging Face Transformers, GANs, PEFT, BM25, LlamaIndex, SQL, Learning to Rank, Fine-tuning LLMs, Machine Learning, Sentence Transformers, Node.js, Feature Engineering, Embeddings",M.Tech in Information Technology from RV College of Engineering (2012-2015),"NLP Engineer at Rephrase.ai (36 mos, current=True); Recommendation Systems Engineer at Adobe (34 mos, current=False)",," (professional),  (native)",59.8,2025-07-18,2026-04-16,False,268,0,0.82,55.8,626,21,120,41.0-44.0 LPA,flexible,True,64.8,788,4,0.89,-1.0,True,False,True
60,CAND_0035879,0.627001,"Demonstrated expertise with Elasticsearch, Pinecone (4 YOE), focusing on python. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, actively looking and recently active. Note: long notice period (120 days).",0.5884,0.5563,0.7923,0.94,0.11768,0.305965,0.118845,0.094,0.0651,0.775,0.93,0.0,0.747,0.9169,0.9,0.0,0.0,0.95,0.5,0.9,0.6,0.0,0.0,1.0,1.03,1.03,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4107,0.2655,0.5773,0.0,Experience Fit (0.95); Profile Quality (0.94); Ranking/Recommendation (0.93),Skill Match (0.07); Evaluation Frameworks (0.00); Certifications (0.00),Pari Patel,AI Research Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 4.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Noida, Uttar Pradesh",India,4.5,AI Research Engineer,Krutrim,201-500,AI/ML,"CI/CD, Vue.js, Statistical Modeling, CSS, Pinecone, MLflow, Elasticsearch, Speech Recognition, Feature Engineering, Time Series, pgvector, Python, ASR, BM25, Diffusion Models, MLOps",B.E. in Machine Learning from NIT Surathkal (2012-2016); M.E. in Machine Learning from IIT Madras (2010-2013),"AI Research Engineer at Krutrim (36 mos, current=True); ML Engineer at Nykaa (18 mos, current=False)",Google Cloud Professional ML Engineer," (professional),  (professional)",88.9,2024-04-10,2026-05-26,True,193,1,0.82,9.5,118,23,120,36.8-44.9 LPA,hybrid,False,84.1,763,37,0.65,-1.0,True,False,True
61,CAND_0053591,0.62652,"Demonstrated expertise with LangChain, Milvus (5 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, actively looking and recently active, 60-day notice.",0.6046,0.5284,0.8601,1.0,0.12092,0.29062,0.129015,0.1,0.1464,0.85,0.362,0.682,0.406,0.7638,0.8875,0.5,0.0,1.0,0.0,1.0,1.0,0.0,90.1,1.05,1.03,1.03,"{'retrieval': 0.5, 'ranking': 0.25, 'evaluation': 0.5, 'production': 0.0}",0.4249,0.2358,0.6189,0.0,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Ranking/Recommendation (0.36); Skill Match (0.15),Anjali Bhatia,AI Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 5.3 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.",Toronto,Canada,5.3,AI Engineer,Ola,5001-10000,Transportation,"LangChain, Reinforcement Learning, Embeddings, Milvus, OpenSearch, Redux, Object Detection, Sentence Transformers, Data Pipelines, Qdrant, Statistical Modeling, BM25, Six Sigma, RAG",M.Tech in Information Technology from Anna University (2009-2013),"AI Engineer at Ola (38 mos, current=True); AI Engineer at Swiggy (25 mos, current=False)","Google Cloud Professional ML Engineer, AWS Certified Machine Learning Specialty"," (professional),  (professional)",71.5,2026-03-05,2026-05-17,True,59,6,0.81,72.8,1465,172,60,37.0-63.0 LPA,onsite,False,75.8,605,40,0.97,0.62,True,True,False
62,CAND_0092706,0.62589,"Technical background in Fine-tuning LLMs (6 YOE). Proven experience deploying ML systems to production at scale. Candidate shows strong recruiter engagement, active GitHub history, actively looking and recently active. Note: long notice period (120 days).",0.5954,0.5513,0.823,1.0,0.11908,0.303215,0.12345,0.1,0.0138,0.502,1.0,0.0,0.916,0.9569,0.8,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 1.0}",0.4034,0.2591,0.6086,0.0,Ranking/Recommendation (1.00); Experience Fit (1.00); Profile Quality (1.00),Skill Match (0.01); Evaluation Frameworks (0.00),Karan Kumar,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Delhi, Delhi",India,5.8,AI Research Engineer,Unacademy,5001-10000,EdTech,"Weights & Biases, Speech Recognition, Data Science, Agile, Sentence Transformers, OpenCV, MLOps, Forecasting, Fine-tuning LLMs, Hadoop, pgvector, MongoDB, Hugging Face Transformers",B.Sc in Data Science from IIT Bombay (2008-2013),"AI Research Engineer at Unacademy (44 mos, current=True); ML Engineer at Glance (25 mos, current=False)",Deep Learning Specialization," (native),  (native)",99.1,2025-03-14,2026-05-27,True,108,6,0.78,4.1,120,71,120,36.2-32.9 LPA,onsite,True,65.1,469,47,0.76,0.5,True,True,False
63,CAND_0049896,0.625663,"Demonstrated expertise with LangChain (7 YOE), focusing on fine-tuning llms. Proven experience deploying ML systems to production at scale. Candidate shows actively looking and recently active.",0.5763,0.6184,0.7201,0.97,0.11526,0.34012,0.108015,0.097,0.0825,0.925,0.556,0.507,0.696,0.9961,0.825,0.75,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.75, 'ranking': 0.5, 'evaluation': 0.5, 'production': 0.5}",0.5896,0.4458,0.5504,0.0,Experience Fit (1.00); Experience Score (1.00); Profile Quality (0.97),Skill Match (0.08),Neha Vora,"Search Engineer | Search, Ranking & Retrieval","Machine learning engineer with 7.3 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.","Vizag, Andhra Pradesh",India,7.3,Search Engineer,Unacademy,5001-10000,EdTech,"PostgreSQL, LangChain, LlamaIndex, Computer Vision, YOLO, Sentence Transformers, PyTorch, Kubeflow, Data Science, GANs, Information Retrieval, Fine-tuning LLMs, ETL, NLP, Hugging Face Transformers, Vector Search",M.E. in Information Technology from Chandigarh University (2007-2012),"Search Engineer at Unacademy (45 mos, current=True); Applied ML Engineer at Flipkart (42 mos, current=False)","Deep Learning Specialization, LangChain for LLM Application Development"," (professional),  (native)",83.2,2024-05-17,2026-05-17,True,275,0,0.43,77.0,277,15,90,43.1-45.5 LPA,hybrid,True,-1.0,1097,44,0.68,0.9,True,True,True
64,CAND_0015967,0.624062,"Demonstrated expertise with QLoRA, Pinecone (5 YOE), focusing on embeddings. Proven experience deploying ML systems to production at scale. Candidate shows open to work, immediate joiner.",0.5697,0.594,0.6891,0.97,0.11394,0.3267,0.103365,0.097,0.1408,0.642,1.0,0.0,0.874,0.7569,0.8625,0.75,0.0,1.0,0.0,0.95,0.8,0.0,61.3,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 1.0}",0.4133,0.2982,0.6096,0.0,Ranking/Recommendation (1.00); Experience Fit (1.00); Profile Quality (0.97),Skill Match (0.14); Evaluation Frameworks (0.00),Advik Sethi,Senior Software Engineer (ML) | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.","Hyderabad, Telangana",India,5.4,Senior Software Engineer (ML),Razorpay,1001-5000,Fintech,"QLoRA, YOLO, Pinecone, Object Detection, Semantic Search, ASR, Feature Engineering, Flask, LLMs, TensorFlow, Time Series, Django, Embeddings, Deep Learning, Forecasting, Reinforcement Learning, Weights & Biases",M.S. in Computer Engineering from SRM University (2010-2015),"Senior Software Engineer (ML) at Razorpay (42 mos, current=True); AI Research Engineer at CRED (15 mos, current=False); Computer Vision Engineer at Locobuzz (7 mos, current=False)","AWS Certified Machine Learning Specialty, Deep Learning Specialization"," (professional),  (native)",65.6,2025-09-25,2026-05-13,True,96,4,0.45,40.8,584,89,30,23.7-53.2 LPA,onsite,True,26.1,374,3,0.79,0.31,True,True,True
65,CAND_0022720,0.622825,"Demonstrated expertise with Elasticsearch, LoRA (6 YOE), focusing on llms. Proven experience deploying ML systems to production at scale. Candidate shows active GitHub history. Note: long notice period (120 days).",0.6037,0.5676,0.6198,1.0,0.12074,0.31218,0.09297,0.1,0.1132,0.768,0.93,0.0,0.607,0.8392,0.7875,0.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4357,0.3122,0.6104,0.0,Experience Fit (1.00); Profile Quality (1.00); Profile Consistency (1.00),Skill Match (0.11); Evaluation Frameworks (0.00),Arjun Patel,AI Research Engineer | 6.5 yrs in analytics & ML,"Data scientist / ML engineer with 6.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.",Sydney,Australia,6.5,AI Research Engineer,Sarvam AI,51-200,AI/ML,"Elasticsearch, LoRA, Time Series, Kubeflow, CSS, TensorFlow, Statistical Modeling, Weights & Biases, Accounting, Image Classification, CNN, PyTorch, LLMs, BM25, pgvector, Agile, Azure",B.Tech in Machine Learning from Manipal Institute of Technology (2016-2019),"AI Research Engineer at Sarvam AI (15 mos, current=True); Computer Vision Engineer at Sarvam AI (24 mos, current=False); Computer Vision Engineer at Razorpay (38 mos, current=False)","Deep Learning Specialization, LangChain for LLM Application Development"," (native),  (native)",46.3,2024-05-27,2026-05-20,False,123,5,0.52,73.4,894,79,120,28.6-32.3 LPA,remote,False,65.2,473,42,0.71,0.85,True,True,False
