candidate_id,final_score,semantic_score,structured_score,behavioral_score,quality_score,skill_score,retrieval_score,ranking_score,evaluation_score,production_score,experience_score,career_score,consulting_ratio,education_score,certification_score,llm_hype_penalty,experience_fit_score,experience_distance,consistency_score,education_consistency_score,trap_probability,assessment_score,assessment_modifier,scale_boost,behavioral_boost,career_keyword_scores,ranking_concept,evaluation_concept,production_concept,rank,reasoning
CAND_0093645,0.458093,0.5338,0.3374,0.6828,0.5,0.0,0.362,0.0,0.0,1.0,0.6497,0.3889,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2334,0.0643,0.4714,,
CAND_0011405,0.458062,0.5787,0.3517,0.662,0.5,0.0256,0.502,0.0,0.0,0.986,0.6794,0.3889,0.4,0.6075,0.0,0.0,0.97,0.3,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2515,0.1237,0.4902,,
CAND_0075384,0.458056,0.5435,0.358,0.5941,0.5,0.0466,0.418,0.0,0.0,1.0,0.707,0.3889,0.25,0.8875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,64.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2459,0.0701,0.5102,,
CAND_0002458,0.458035,0.5595,0.362,0.6469,0.5,0.0,0.558,0.0,0.0,0.986,0.6497,0.2778,0.25,0.75,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2612,0.1338,0.4623,,
CAND_0017577,0.45801,0.5291,0.3636,0.6814,0.5,0.0156,0.502,0.0,0.0,1.0,0.7007,0.2222,0.0,0.8,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2264,0.1231,0.5186,,
CAND_0060170,0.458,0.5489,0.3651,0.5605,0.5,0.0182,0.502,0.0,0.0,0.986,0.707,0.3889,0.3333,0.85,0.0,0.0,1.0,0.0,0.85,0.4,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2464,0.1051,0.5015,,
CAND_0006263,0.457995,0.5067,0.3751,0.669,0.5,0.0157,0.586,0.0,0.0,0.944,0.7007,0.2778,0.5,0.8625,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2374,0.1184,0.4867,,
CAND_0090934,0.457945,0.555,0.3626,0.6501,0.5,0.0468,0.502,0.0,0.0,0.986,0.6678,0.3333,0.6667,0.7625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,74.4,1.01,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2847,0.1371,0.4522,,
CAND_0071516,0.457935,0.5479,0.3311,0.775,0.5,0.0292,0.362,0.0,0.0,1.0,0.6353,0.2222,0.5,0.7875,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.3049,0.1404,0.4752,,
CAND_0011164,0.45789,0.5573,0.3762,0.5968,0.5,0.064,0.642,0.0,0.0,0.93,0.689,0.2222,0.3333,0.5325,0.0,0.0,1.0,0.0,0.95,0.8,0.0,76.2,1.01,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2712,0.1641,0.4819,,
CAND_0066576,0.457866,0.5768,0.3674,0.514,0.5,0.0,0.502,0.0,0.0,1.0,0.689,0.2778,0.3333,0.9625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2318,0.111,0.4539,,
CAND_0032964,0.4578,0.5526,0.3655,0.6417,0.5,0.0447,0.502,0.0,0.0,1.0,0.6678,0.2778,0.0,0.7875,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2899,0.1127,0.4548,,
CAND_0026744,0.457773,0.5286,0.3492,0.6444,0.5,0.0526,0.362,0.0,0.0,1.0,0.7007,0.2778,0.3333,0.925,0.0,0.0,1.0,0.0,1.0,1.0,0.0,68.3,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2223,0.1099,0.4992,,
CAND_0036520,0.457767,0.5299,0.3979,0.7217,0.5,0.078,0.21,0.986,0.0,0.523,0.739,0.6111,0.0,0.8,0.0,0.0,0.92,0.8,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.3809,0.192,0.5575,,
CAND_0035625,0.457753,0.4713,0.3697,0.6455,0.5,0.0243,0.502,0.0,0.0,1.0,0.7007,0.2778,0.5,0.8875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2322,0.0849,0.4795,,
CAND_0013277,0.457727,0.5291,0.3359,0.6922,0.5,0.0167,0.362,0.0,0.0,1.0,0.689,0.2778,0.25,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.215,0.0864,0.4765,,
CAND_0018150,0.457706,0.5336,0.3525,0.6252,0.5,0.0179,0.502,0.0,0.0,0.958,0.6353,0.2778,0.6667,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.304,0.1765,0.4912,,
CAND_0091792,0.457615,0.5493,0.3773,0.6016,0.5,0.0,0.586,0.0,0.0,1.0,0.707,0.3333,0.25,0.7875,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2643,0.1138,0.4891,,
CAND_0088162,0.457603,0.5357,0.362,0.5869,0.5,0.0152,0.502,0.0,0.0,0.958,0.6678,0.2778,0.0,0.9625,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2144,0.1066,0.49,,
CAND_0092468,0.45758,0.5598,0.3832,0.5068,0.5,0.0503,0.1512,1.0,0.0,0.432,0.6312,0.3333,0.0,0.8,0.5,0.0,0.99,0.1,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.2819,0.1368,0.5087,,
CAND_0036578,0.457545,0.5117,0.3906,0.6025,0.5,0.0294,0.642,0.0,0.0,1.0,0.7007,0.3333,0.3333,0.725,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2933,0.15,0.4875,,
CAND_0062707,0.457523,0.6093,0.3679,0.59,0.5,0.0893,0.2408,0.362,0.0,0.916,0.6392,0.1111,0.0,0.925,0.0,0.0,1.0,0.0,0.75,1.0,0.2,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.4132,0.2727,0.5707,,
CAND_0081086,0.457384,0.5878,0.3771,0.584,0.5,0.1331,0.1512,0.362,0.0,1.0,0.6784,0.1111,0.0,0.9625,0.0,0.0,1.0,0.0,0.75,1.0,0.2,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.4163,0.3161,0.5804,,
CAND_0027990,0.457371,0.5396,0.3623,0.5791,0.5,0.0173,0.642,0.0,0.0,0.916,0.689,0.2778,0.5,0.4825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2292,0.1295,0.4651,,
CAND_0049127,0.45735,0.5713,0.3488,0.675,0.5,0.0,0.362,0.084,0.0,1.0,0.707,0.2778,0.75,0.8625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2278,0.1282,0.4968,,
CAND_0025749,0.457345,0.5267,0.3952,0.5643,0.5,0.0268,0.586,0.084,0.0,1.0,0.707,0.2778,0.6667,0.7875,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2563,0.1473,0.495,,
CAND_0019964,0.457332,0.556,0.3767,0.6552,0.5,0.0,0.586,0.0,0.0,1.0,0.6826,0.3333,0.6667,0.825,0.0,0.0,0.98,0.2,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2499,0.1106,0.476,,
CAND_0023599,0.457298,0.5424,0.3637,0.6613,0.5,0.0563,0.502,0.0,0.0,1.0,0.6582,0.3333,0.75,0.725,0.0,0.0,0.97,0.3,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2609,0.0791,0.4514,,
CAND_0004377,0.45729,0.5048,0.3795,0.6507,0.5,0.064,0.502,0.0,0.0,1.0,0.7007,0.3333,0.0,0.925,0.0,0.0,1.0,0.0,0.9,0.6,0.0,37.8,0.95,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2257,0.0917,0.4839,,
CAND_0024203,0.457268,0.5514,0.4328,0.6243,0.5,0.1102,0.2408,0.93,0.0,0.523,0.659,0.6111,0.0,0.825,0.75,0.0,0.94,0.6,0.7,0.8,0.2,77.1,1.01,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4638,0.3256,0.6146,,
CAND_0080102,0.457256,0.5641,0.3623,0.669,0.5,0.1159,0.084,0.516,0.0,0.874,0.707,0.1111,0.0,0.8625,0.0,0.0,1.0,0.0,0.75,1.0,0.2,47.3,0.97,1.03,1.0,"{'retrieval': 0.0, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.4165,0.2885,0.6286,,
CAND_0035554,0.457232,0.5077,0.3301,0.7388,0.5,0.017,0.362,0.0,0.0,1.0,0.6678,0.3333,0.8,0.75,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2485,0.1164,0.4741,,
CAND_0071047,0.457217,0.5439,0.3534,0.605,0.5,0.0,0.502,0.0,0.0,1.0,0.6678,0.2778,0.6667,0.725,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2491,0.111,0.4829,,
CAND_0075994,0.45711,0.5728,0.3623,0.6219,0.5,0.0191,0.502,0.0,0.0,0.986,0.689,0.3333,1.0,0.825,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2474,0.1123,0.4809,,
CAND_0089198,0.457083,0.5284,0.4134,0.4048,0.5,0.0592,0.712,0.0,0.0,0.986,0.6497,0.3889,0.5,0.925,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2537,0.0995,0.5374,,
CAND_0075187,0.45704,0.4877,0.3878,0.6414,0.5,0.0234,0.642,0.0,0.0,1.0,0.6222,0.3333,0.0,0.85,0.0,0.0,1.0,0.0,0.9,0.6,0.0,53.1,0.99,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2089,0.0681,0.4671,,
CAND_0071980,0.457011,0.5762,0.3555,0.5529,0.5,0.0359,0.502,0.0,0.0,1.0,0.707,0.2778,0.6667,0.545,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2571,0.1071,0.5014,,
CAND_0039812,0.45699,0.5988,0.3772,0.5318,0.5,0.0288,0.642,0.0,0.0,0.874,0.707,0.3333,0.5,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2526,0.1375,0.5118,,
CAND_0033521,0.45693,0.5288,0.363,0.6768,0.5,0.0,0.586,0.0,0.0,0.944,0.6105,0.3333,0.5,0.8625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2815,0.1198,0.4786,,
CAND_0081127,0.45691,0.526,0.3657,0.6705,0.5,0.0164,0.558,0.0,0.0,0.944,0.6105,0.2778,0.0,0.9625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2297,0.1642,0.4436,,
CAND_0094813,0.456867,0.5136,0.3539,0.6413,0.5,0.0331,0.502,0.0,0.0,0.916,0.7007,0.2778,0.6667,0.7875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,27.4,0.95,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2081,0.1131,0.4931,,
CAND_0053431,0.456816,0.5294,0.3674,0.6936,0.5,0.0451,0.084,0.93,0.0,0.39,0.7854,0.3333,1.0,0.8,0.5,0.0,1.0,0.0,0.75,1.0,0.2,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.387,0.2702,0.6082,,
CAND_0000980,0.456805,0.5559,0.3734,0.6017,0.5,0.0193,0.558,0.0,0.0,0.986,0.707,0.3333,0.0,0.7875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2626,0.1457,0.461,,
CAND_0039518,0.456805,0.5248,0.3291,0.7169,0.5,0.0,0.502,0.0,0.0,0.846,0.6745,0.2778,0.3333,0.6875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2576,0.1547,0.4704,,
CAND_0082019,0.456779,0.5545,0.3593,0.5664,0.5,0.0192,0.502,0.0,0.0,0.916,0.7137,0.2778,0.6667,0.925,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2461,0.1432,0.5027,,
CAND_0059354,0.456759,0.5285,0.3547,0.6178,0.5,0.0323,0.502,0.0,0.0,0.874,0.6678,0.2778,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,33.9,0.95,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2093,0.1015,0.4497,,
CAND_0082902,0.45675,0.5369,0.3807,0.5999,0.5,0.016,0.642,0.0,0.0,1.0,0.6497,0.2778,0.0,0.6825,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2269,0.0651,0.4419,,
CAND_0078449,0.45674,0.5766,0.3468,0.6712,0.5,0.0187,0.362,0.0,0.0,1.0,0.707,0.3333,0.25,1.0,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2527,0.1194,0.4672,,
CAND_0036901,0.456673,0.5381,0.3334,0.7124,0.5,0.0,0.362,0.0,0.0,1.0,0.6598,0.2778,0.3333,0.9,0.0,0.0,0.99,0.1,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2419,0.1007,0.4887,,
CAND_0076395,0.456604,0.515,0.3691,0.582,0.5,0.0364,0.502,0.0,0.0,1.0,0.689,0.2778,0.3333,0.85,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2827,0.1478,0.4814,,
CAND_0077307,0.45658,0.5884,0.3375,0.6885,0.5,0.0,0.362,0.0,0.0,1.0,0.707,0.2778,0.75,0.8875,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2318,0.0998,0.5041,,
CAND_0077261,0.456539,0.5988,0.3632,0.6146,0.5,0.0691,0.2072,0.418,0.0,0.916,0.6784,0.2222,0.0,0.8,0.0,0.0,1.0,0.0,0.75,1.0,0.2,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.3443,0.2066,0.5382,,
CAND_0052432,0.45646,0.5449,0.3903,0.5521,0.5,0.0,0.712,0.0,0.0,0.958,0.6105,0.2222,0.5,0.8625,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2733,0.1424,0.4534,,
CAND_0016139,0.456424,0.562,0.354,0.6649,0.5,0.0176,0.502,0.0,0.0,0.916,0.683,0.2778,0.5,0.8875,0.0,0.0,0.97,0.3,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2425,0.1404,0.5034,,
CAND_0070653,0.456403,0.5534,0.3403,0.6351,0.5,0.0664,0.642,0.084,0.0,0.565,0.6,0.2222,0.0,0.825,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 0.25}",0.4309,0.3178,0.5816,,
CAND_0020402,0.456388,0.5053,0.3624,0.6181,0.5,0.0,0.502,0.0,0.0,1.0,0.707,0.3889,0.3333,0.825,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2614,0.1565,0.5244,,
CAND_0031397,0.456316,0.514,0.3587,0.6196,0.5,0.0874,0.1512,0.839,0.0,0.432,0.6678,0.3333,0.0,0.57,0.5,0.0,1.0,0.0,0.85,0.4,0.0,64.7,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.2543,0.1391,0.5552,,
CAND_0022127,0.456277,0.5507,0.3558,0.7041,0.5,0.0271,0.2408,0.362,0.0,1.0,0.707,0.1111,0.0,0.545,0.0,0.0,1.0,0.0,0.7,0.8,0.2,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.3696,0.2251,0.5658,,
CAND_0034615,0.456255,0.5532,0.3634,0.6383,0.5,0.0738,0.586,0.0,0.0,1.0,0.6105,0.2222,0.6667,0.4075,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2415,0.1356,0.4808,,
CAND_0058506,0.456245,0.5448,0.3633,0.6498,0.5,0.0,0.642,0.0,0.0,0.888,0.6105,0.2222,0.3333,0.8125,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2826,0.1556,0.4991,,
CAND_0044544,0.456244,0.4907,0.3701,0.6084,0.5,0.0459,0.502,0.0,0.0,1.0,0.6614,0.2778,0.5,0.8875,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.1942,0.0604,0.447,,
CAND_0032223,0.456218,0.5458,0.3771,0.5091,0.5,0.0176,0.558,0.0,0.0,1.0,0.707,0.3333,0.25,0.825,0.0,0.0,1.0,0.0,0.95,0.8,0.0,32.2,0.95,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2449,0.0827,0.4691,,
CAND_0028534,0.456125,0.5254,0.3754,0.6305,0.5,0.0525,0.502,0.0,0.0,1.0,0.7137,0.3333,0.3333,0.8625,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2467,0.1201,0.4887,,
CAND_0029624,0.45611,0.5505,0.3456,0.7062,0.5,0.0219,0.362,0.0,0.0,1.0,0.707,0.2778,0.3333,0.9625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,46.8,0.97,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2427,0.1186,0.4687,,
CAND_0051488,0.456105,0.5392,0.3298,0.6906,0.5,0.0,0.362,0.0,0.0,0.958,0.6745,0.2778,0.3333,0.925,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2645,0.1316,0.4871,,
CAND_0023770,0.45609,0.5743,0.3431,0.6835,0.5,0.0,0.362,0.084,0.0,0.986,0.689,0.3333,0.0,0.825,0.0,0.0,1.0,0.0,0.9,0.6,0.0,0.0,1.0,1.0,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2551,0.1407,0.4762,,
CAND_0001458,0.456089,0.578,0.3635,0.5152,0.5,0.0271,0.558,0.0,0.0,0.93,0.707,0.2778,0.0,0.725,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2876,0.127,0.5054,,
CAND_0072732,0.455991,0.5537,0.3399,0.6335,0.5,0.0,0.362,0.084,0.0,1.0,0.6745,0.2778,0.3333,0.75,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2484,0.1462,0.4864,,
CAND_0070024,0.455991,0.5326,0.3464,0.6378,0.5,0.0509,0.362,0.0,0.0,1.0,0.7137,0.3889,0.3333,0.85,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2681,0.1107,0.4902,,
CAND_0081309,0.455924,0.5524,0.3429,0.6238,0.5,0.0,0.502,0.0,0.0,0.916,0.707,0.2778,0.5,0.6875,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2141,0.0981,0.4975,,
CAND_0013059,0.455924,0.5592,0.4034,0.3929,0.5,0.0,0.775,0.0,0.0,0.916,0.6286,0.2778,0.3333,0.9625,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.3357,0.1414,0.5036,,
CAND_0071950,0.455872,0.5394,0.3288,0.7223,0.5,0.0167,0.362,0.0,0.0,0.958,0.681,0.2778,1.0,0.825,0.0,0.0,0.99,0.1,0.95,0.8,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2478,0.104,0.464,,
CAND_0034428,0.455857,0.5699,0.3485,0.5795,0.5,0.0148,0.418,0.0,0.0,1.0,0.707,0.2778,0.3333,0.825,0.0,0.0,1.0,0.0,0.95,0.8,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2641,0.1355,0.4951,,
CAND_0066134,0.455816,0.5489,0.3538,0.5878,0.5,0.0273,0.502,0.0,0.0,1.0,0.707,0.3333,0.6667,0.545,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.2677,0.1056,0.4701,,
CAND_0000981,0.455802,0.5345,0.3951,0.5784,0.5,0.0272,0.2436,0.93,0.0,0.565,0.7854,0.4444,0.0,0.7625,0.0,0.0,1.0,0.0,0.75,1.0,0.2,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 1.0, 'evaluation': 0.0, 'production': 0.25}",0.4115,0.2788,0.6025,,
CAND_0038993,0.45578,0.5228,0.3662,0.5769,0.5,0.0341,0.586,0.0,0.0,1.0,0.6678,0.3889,1.0,0.5075,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.25, 'ranking': 0.0, 'evaluation': 0.0, 'production': 1.0}",0.22,0.1081,0.4711,,
CAND_0081563,0.455724,0.5321,0.3286,0.702,0.5,0.0534,0.084,0.362,0.0,0.874,0.707,0.1111,0.0,0.9,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.03,1.0,"{'retrieval': 0.0, 'ranking': 0.25, 'evaluation': 0.0, 'production': 1.0}",0.2788,0.1143,0.572,,
